Activity Type,Date,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Min Temp,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2018-04-04 17:30:15,Berkeley Cycling,20.80,"1,306",01:39:40,155,179,12.5,36.0,"2,388","2,346",0.0,44.6,0.0,01:38:59,01:45:53,374,"1,742"
Running,2018-04-03 18:00:43,Albany Running,3.63,489,00:40:36,141,168,11:11,4:50,39,36,0.99,0.0,0.0,00:37:45,00:40:36,43,80
Cycling,2018-03-31 09:32:12,Sausalito Cycling,41.14,"2,249",03:34:15,145,171,11.5,36.2,"3,904","3,911",0.0,50.0,0.0,03:25:17,04:00:56,-18,"2,075"
Running,2018-03-29 17:42:46,Albany Running,3.57,543,00:42:44,145,168,11:59,7:54,38,40,0.95,0.0,0.0,00:39:15,00:42:44,42,81
Cycling,2018-03-27 18:43:17,Berkeley Cycling,0.06,689,00:46:34,154,181,0.1,1.2,--,--,0.0,55.4,0.0,00:00:00,00:46:34,349,466
Running,2018-03-25 09:00:48,Albany Running,3.51,485,00:41:48,134,150,11:55,7:55,38,41,0.95,0.0,0.0,00:39:34,00:41:48,44,81
Cycling,2018-03-24 08:37:56,Berkeley Cycling,22.35,"1,455",01:58:18,141,166,11.3,33.9,"2,323","2,349",0.0,37.4,0.0,01:54:29,02:11:53,169,"1,688"
Running,2018-03-21 17:12:38,Albany Running,3.60,549,00:44:56,143,165,12:29,7:33,34,35,0.92,0.0,0.0,00:41:15,00:44:56,44,80
Cycling,2018-03-20 17:46:41,Berkeley Cycling,0.05,623,00:45:16,143,179,0.1,1.3,--,--,0.0,53.6,0.0,00:00:00,00:45:16,314,333
Running,2018-03-18 09:58:21,Albany Running,3.52,439,00:41:17,130,154,11:43,6:57,34,36,1.0,0.0,0.0,00:40:43,00:41:17,44,81
Cycling,2018-03-17 08:57:08,Berkeley Cycling,35.94,"2,066",03:02:38,149,177,11.8,37.4,"3,770","3,825",0.0,37.4,0.0,02:57:01,03:08:43,145,"1,665"
Running,2018-03-14 18:01:31,Albany Running,4.04,489,00:48:25,131,159,12:00,2:11,41,44,0.99,0.0,0.0,00:44:30,00:48:25,44,80
Cycling,2018-03-13 18:14:09,Berkeley Cycling,0.06,669,00:46:26,157,183,0.1,1.7,--,--,0.0,53.6,0.0,00:00:00,00:46:26,262,318
Running,2018-03-11 11:06:01,San Mateo County Running,2.47,225,01:20:00,--,--,32:21,2:40,594,524,0.46,0.0,0.0,00:53:28,01:20:00,290,646
Cycling,2018-03-10 08:00:03,Berkeley Cycling,38.14,"2,173",03:08:52,147,174,12.1,41.5,"3,619","3,642",0.0,44.6,0.0,03:02:42,03:28:57,136,"1,071"
Cycling,2018-03-05 18:17:58,Berkeley Cycling,0.06,633,00:42:17,151,182,0.1,1.6,--,3,0.0,46.4,0.0,00:00:02,00:42:17,325,425
Running,2018-03-03 09:03:12,Albany Running,3.47,493,00:41:01,138,162,11:49,7:05,33,36,0.99,0.0,0.0,00:40:19,00:41:06,44,81
Cycling,2018-02-27 17:26:33,Berkeley Cycling,0.02,683,00:46:16,155,188,0.0,--,--,--,0.0,42.8,0.0,00:00:00,00:46:48,140,255
Cycling,2018-02-25 08:59:58,Berkeley Cycling,27.73,"1,538",02:14:07,146,172,12.4,35.5,"2,687","2,694",0.0,41.0,0.0,02:09:36,02:19:17,167,"1,663"
Cycling,2018-02-19 11:21:58,Berkeley Cycling,20.88,"1,347",01:44:52,152,175,11.9,35.7,"2,444","2,395",0.0,41.0,0.0,01:44:12,01:48:38,293,"1,703"
Cycling,2018-02-17 10:11:27,Berkeley Cycling,36.22,"2,275",03:06:24,149,178,11.7,38.9,"3,743","3,717",0.0,48.2,0.0,03:02:24,03:30:40,201,"1,626"
Cycling,2018-02-11 09:14:10,Berkeley Cycling,36.13,"2,167",03:02:16,149,173,11.9,40.4,"3,816","3,770",0.0,44.6,0.0,02:56:46,03:07:11,202,"1,656"
Cycling,2018-02-06 17:47:03,Berkeley Cycling,0.01,699,00:45:04,152,186,0.0,--,--,--,0.0,57.2,0.0,00:00:00,00:45:04,346,377
Cycling,2018-02-03 08:35:17,Sausalito Cycling,43.62,"2,405",03:16:46,146,180,13.3,35.5,"2,507","2,513",0.0,46.4,0.0,03:08:45,03:41:59,224,"1,258"
Cycling,2018-01-31 17:51:28,Berkeley Cycling,0.04,722,00:46:28,155,184,0.1,1.4,--,--,0.0,50.0,0.0,00:00:00,00:46:28,356,424
Cycling,2018-01-29 18:53:16,Berkeley Cycling,0.04,648,00:44:02,154,185,0.0,1.2,--,--,0.0,48.2,0.0,00:00:00,00:44:02,65,312
Cycling,2018-01-27 08:34:25,Berkeley Cycling,36.20,"2,428",03:09:48,149,176,11.4,38.4,"3,806","3,819",0.0,37.4,0.0,03:03:43,03:24:33,187,"1,661"
Cycling,2018-01-25 18:51:34,Berkeley Cycling,0.03,490,00:35:18,144,173,0.0,1.8,--,--,0.0,44.6,0.0,00:00:16,00:35:33,333,353
Cycling,2018-01-22 17:53:03,Berkeley Cycling,0.05,666,00:45:01,156,190,0.1,1.6,--,--,0.0,53.6,0.0,00:00:09,00:45:01,330,583
Cycling,2018-01-20 09:00:22,Berkeley Cycling,26.45,"1,719",02:28:41,153,185,10.7,37.7,"2,812","2,844",0.0,35.6,0.0,02:17:31,02:32:53,156,"1,663"
Running,2018-01-14 09:19:06,Contra Costa County Running,4.00,356,01:35:05,--,--,23:45,7:27,711,717,0.59,0.0,0.0,01:12:20,01:36:07,879,"1,591"
Cycling,2018-01-13 08:50:00,Berkeley Cycling,36.05,"2,015",03:16:55,147,173,11.0,38.2,"3,793","3,793",0.0,46.4,0.0,03:08:29,03:22:21,456,"1,897"
Cycling,2018-01-10 17:39:56,Berkeley Cycling,0.07,626,00:42:41,157,186,0.1,1.3,--,--,0.0,55.4,0.0,00:00:01,00:42:41,346,467
Cycling,2018-01-07 08:52:55,Berkeley Cycling,23.56,"1,323",02:05:34,146,168,11.3,36.6,"2,303","2,336",0.0,39.2,0.0,02:00:44,02:10:20,144,"1,621"
Cycling,2017-12-16 08:23:21,Berkeley Cycling,39.51,"2,175",03:33:19,147,173,11.1,39.1,"4,249","4,268",0.0,42.8,0.0,03:24:17,03:45:21,196,"1,691"
Cycling,2017-12-10 09:04:15,Berkeley Cycling,36.87,"2,304",03:13:03,146,175,11.5,38.3,"3,832","3,816",0.0,46.4,0.0,03:06:21,03:22:52,190,"1,638"
Cycling,2017-12-03 09:50:28,Sausalito Cycling,27.81,"1,645",02:21:04,149,176,11.8,36.9,"2,441","2,438",0.0,44.6,0.0,02:14:14,02:28:19,-4,"2,014"
Running,2017-11-24 10:44:36,Germantown Running,2.99,430,00:30:36,153,166,10:14,7:23,--,48,1.06,0.0,0.0,00:30:36,00:30:36,263,318
Running,2017-11-19 11:00:34,Oakland Running,2.48,375,00:28:32,145,155,11:29,7:17,186,176,0.96,0.0,0.0,00:26:23,00:28:32,"1,252","1,392"
Cycling,2017-11-18 08:53:34,Berkeley Cycling,36.11,"2,033",03:16:06,146,171,11.1,39.4,"3,806","3,793",0.0,42.8,0.0,03:07:40,03:26:10,210,"1,666"
Running,2017-11-16 17:35:10,Albany Running,3.74,496,00:38:42,143,158,10:21,6:02,25,25,1.04,0.0,0.0,00:38:18,00:38:42,44,80
Running,2017-11-12 11:02:41,Oakland Running,3.79,585,00:44:00,149,169,11:37,6:51,272,276,0.96,0.0,0.0,00:42:19,00:44:00,"1,253","1,509"
Cycling,2017-11-11 10:25:14,Berkeley Cycling,27.69,"1,580",02:26:41,148,175,11.3,36.8,"2,671","2,644",0.0,48.2,0.0,02:15:29,02:48:19,307,"1,741"
Running,2017-11-04 09:17:57,Albany Running,4.02,487,00:39:35,146,166,9:50,2:08,39,62,1.08,0.0,0.0,00:36:56,00:39:35,43,81
Cycling,2017-11-01 17:07:42,Berkeley Cycling,20.54,"1,297",01:43:28,155,172,11.9,34.9,"2,365","2,277",0.0,46.4,0.0,01:42:54,01:48:10,283,"1,639"
Running,2017-10-26 17:49:42,Albany Running,3.77,542,00:38:15,157,186,10:08,6:03,35,29,1.06,0.0,0.0,00:36:17,00:38:15,43,80
Running,2017-10-17 11:45:39,Albany Running,3.59,534,00:38:56,155,173,10:51,5:46,27,28,1.02,0.0,0.0,00:37:43,00:38:56,42,80
Running,2017-10-14 11:49:40,Albany Running,3.48,499,00:34:55,157,175,10:01,7:25,27,29,1.08,0.0,0.0,00:34:32,00:34:55,43,81
Running,2017-10-10 18:06:39,Albany Running,3.77,517,00:37:19,152,168,9:54,7:03,37,36,1.08,0.0,0.0,00:36:54,00:37:19,43,80
Cycling,2017-10-08 09:03:17,Sausalito Cycling,38.32,"1,947",02:48:34,148,177,13.6,33.8,"2,034","2,018",0.0,53.6,0.0,02:39:21,03:10:02,-6,576
Running,2017-10-07 11:21:05,Oakland Running,2.68,427,00:34:42,141,166,12:56,2:53,335,320,0.88,0.0,0.0,00:33:37,00:34:42,"1,210","1,528"
Cycling,2017-10-04 17:02:54,Berkeley Cycling,19.45,"1,348",01:39:12,155,174,11.8,34.7,"2,310","2,260",0.0,55.4,0.0,01:38:19,01:44:18,280,"1,614"
Running,2017-10-03 17:26:50,Albany Running,3.53,528,00:35:21,160,176,10:01,1:28,37,40,1.05,0.0,0.0,00:34:17,00:35:21,42,80
Cycling,2017-09-27 17:41:24,Berkeley Cycling,12.86,972,01:15:03,153,174,10.3,34.1,"1,594","1,575",0.0,60.8,0.0,01:09:44,01:17:00,280,"1,586"
Running,2017-09-25 18:25:21,Albany Running,3.89,545,00:37:27,156,174,9:38,2:29,42,40,1.09,0.0,0.0,00:36:54,00:37:27,43,82
Running,2017-09-22 10:58:44,Richmond Running,3.19,566,00:41:36,149,177,13:02,0:41,186,186,0.88,0.0,0.0,00:36:20,00:41:36,20,180
Running,2017-09-16 12:17:57,Albany Running,3.80,540,00:37:09,156,171,9:47,7:10,35,36,1.09,0.0,0.0,00:36:48,00:37:09,44,80
Cycling,2017-09-14 17:42:58,Berkeley Cycling,20.78,"1,325",01:37:53,157,177,12.7,35.6,"2,356","2,313",0.0,50.0,0.0,01:37:29,01:47:42,269,"1,621"
Running,2017-09-10 11:17:36,Albany Running,3.47,502,00:36:33,151,175,10:31,6:37,37,38,1.04,0.0,0.0,00:34:15,00:36:33,44,81
Cycling,2017-09-09 08:14:28,Berkeley Cycling,39.28,"2,017",03:18:35,144,175,11.9,38.6,"4,022","4,052",0.0,53.6,0.0,03:12:06,03:23:51,118,"1,570"
Cycling,2017-09-06 17:44:07,Berkeley Cycling,20.79,"1,332",01:41:27,157,175,12.3,37.9,"2,320","2,290",0.0,53.6,0.0,01:40:37,01:53:20,278,"1,618"
Running,2017-08-24 18:13:01,Oakland Running,3.02,473,00:34:57,148,164,11:35,7:33,273,270,0.95,0.0,0.0,00:32:59,00:34:57,"1,254","1,507"
Cycling,2017-08-22 17:59:53,Berkeley Cycling,79.01,"4,477",06:26:20,150,178,12.3,40.8,"6,762","6,739",0.0,53.6,0.0,05:59:00,91:18:16,-49,"1,946"
Running,2017-08-20 13:16:37,Albany Running,3.44,457,00:33:32,147,161,9:45,7:36,37,40,1.07,0.0,0.0,00:32:20,00:33:32,43,80
Cycling,2017-08-19 10:00:25,Berkeley Cycling,39.44,"2,044",03:19:14,144,173,11.9,38.1,"4,065","4,075",0.0,51.8,0.0,03:11:18,03:30:13,253,"1,712"
Running,2017-08-15 18:30:48,Oakland Running,3.77,574,00:44:33,144,162,11:49,7:30,322,327,0.95,0.0,0.0,00:42:55,00:44:33,"1,264","1,509"
Cycling,2017-08-13 08:24:38,Berkeley Cycling,38.11,"1,848",03:04:38,142,175,12.4,36.7,"3,796","3,832",0.0,50.0,0.0,02:59:13,03:09:09,127,"1,595"
Running,2017-08-12 10:00:28,Oakland Running,3.87,603,00:42:30,151,168,10:59,5:58,255,259,0.98,0.0,0.0,00:41:26,00:42:30,"1,256","1,511"
Running,2017-08-08 18:22:00,Albany Running,3.74,494,00:35:26,149,163,9:28,4:30,27,28,1.1,0.0,0.0,00:35:19,00:35:26,43,80
Cycling,2017-08-06 09:04:44,Berkeley Cycling,39.45,"2,143",03:10:09,145,174,12.4,38.3,"4,052","4,091",0.0,51.8,0.0,03:04:29,03:17:21,274,"1,751"
Running,2017-08-01 18:15:50,Oakland Running,4.02,703,00:56:44,146,169,14:07,2:40,363,362,0.79,0.0,0.0,00:46:36,00:56:47,"1,245","1,511"
Cycling,2017-07-30 08:30:01,Berkeley Cycling,39.34,"2,153",03:17:17,144,172,12.0,36.6,"3,993","4,032",0.0,48.2,0.0,03:06:52,03:22:18,370,"1,841"
Cycling,2017-07-27 17:43:36,Berkeley Cycling,20.82,"1,331",01:39:27,152,172,12.6,36.8,"2,287","2,247",0.0,59.0,0.0,01:38:42,01:43:08,276,"1,604"
Running,2017-07-25 18:18:45,Oakland Running,3.50,568,00:39:17,152,163,11:14,3:25,364,366,0.95,0.0,0.0,00:37:09,00:39:17,"1,250","1,512"
Cycling,2017-07-22 09:50:24,Sausalito Cycling,33.58,"1,984",02:46:02,149,178,12.1,36.0,"2,943","2,923",0.0,62.6,0.0,02:42:16,02:56:13,24,"1,949"
Cycling,2017-07-20 11:59:39,Berkeley Cycling,20.80,"1,510",01:36:33,158,177,12.9,35.0,"2,333","2,234",0.0,60.8,0.0,01:36:24,01:49:29,306,"1,787"
Running,2017-07-17 18:13:14,Albany Running,3.45,468,00:32:03,152,166,9:17,6:18,23,23,1.13,0.0,0.0,00:31:40,00:32:03,44,80
Cycling,2017-07-16 09:16:41,Berkeley Cycling,39.38,"2,026",03:17:07,140,172,12.0,37.0,"3,855","3,865",0.0,64.4,0.0,00:00:00,03:25:09,190,"1,596"
Cycling,2017-07-13 17:39:14,Berkeley Cycling,20.80,"1,402",01:41:26,154,172,12.3,37.8,"2,336","2,297",0.0,55.4,0.0,00:00:00,01:42:56,274,"1,627"
Running,2017-07-12 17:46:11,Albany Running,3.78,514,00:35:25,152,165,9:22,7:32,37,41,1.1,0.0,0.0,00:00:00,00:35:25,44,81
Running,2017-07-10 17:13:36,Albany Running,4.01,520,00:36:12,152,166,9:02,0:37,48,44,1.17,0.0,0.0,00:00:00,00:36:18,42,75
Cycling,2017-07-08 09:30:36,Berkeley Cycling,36.22,"2,216",03:09:45,150,178,11.5,37.2,"3,550","3,576",0.0,64.4,0.0,00:00:00,03:21:07,163,"1,578"
Cycling,2017-07-06 17:48:07,Berkeley Cycling,20.80,"1,384",01:39:20,157,174,12.6,36.1,"2,297","2,257",0.0,59.0,0.0,00:00:00,01:41:36,369,"1,684"
Running,2017-07-04 09:09:09,Albany Running,3.49,476,00:32:49,152,171,9:25,7:10,39,44,1.11,0.0,0.0,00:00:00,00:32:49,46,82
Cycling,2017-07-01 07:50:04,Davis Cycling,56.17,"2,959",03:36:37,147,181,15.6,34.5,"1,325","1,358",0.0,57.2,0.0,00:00:00,03:51:00,3,764
Running,2017-06-28 19:05:35,Albany Running,3.42,461,00:33:01,148,165,9:39,5:35,31,36,1.09,0.0,0.0,00:00:00,00:33:01,44,80
Cycling,2017-06-25 09:10:19,Berkeley Cycling,31.09,"1,677",02:27:52,141,163,12.6,35.0,"2,723","2,772",0.0,50.0,0.0,00:00:00,02:33:11,148,"1,641"
Running,2017-06-24 12:52:36,Albany Running,3.70,502,00:36:00,147,164,9:44,7:01,40,46,1.09,0.0,0.0,00:00:00,00:36:00,44,80
Running,2017-06-22 18:00:51,Albany Running,3.75,512,00:35:37,151,166,9:30,7:22,37,35,1.11,0.0,0.0,00:00:00,00:35:37,44,81
Cycling,2017-06-20 17:47:35,Berkeley Cycling,20.84,"1,326",01:42:57,148,168,12.1,36.7,"2,339","2,300",0.0,59.0,0.0,00:00:00,01:44:48,241,"1,583"
Running,2017-06-19 17:16:49,Albany Running,3.35,454,00:32:08,149,162,9:35,7:25,39,45,1.09,0.0,0.0,00:00:00,00:32:08,44,80
Cycling,2017-06-17 08:19:17,San Francisco Cycling,54.22,"3,803",04:56:18,146,173,11.0,36.1,"4,409","4,367",0.0,53.6,0.0,00:00:00,05:23:13,-5,"1,995"
Cycling,2017-06-15 17:57:22,Berkeley Cycling,20.22,"1,348",01:36:27,152,168,12.6,37.2,"2,192","2,306",0.0,60.8,0.0,00:00:00,01:37:32,177,"1,589"
Cycling,2017-06-12 17:08:00,Berkeley Cycling,20.78,"1,377",01:36:51,155,173,12.9,36.2,"2,392","2,329",0.0,53.6,0.0,00:00:00,01:51:22,247,"1,617"
Cycling,2017-06-07 17:32:55,Berkeley Cycling,20.79,"1,316",01:37:56,151,171,12.7,36.6,"2,388","2,349",0.0,46.4,0.0,00:00:00,01:42:53,245,"1,624"
Cycling,2017-06-03 09:11:25,Berkeley Cycling,39.66,"2,110",03:24:32,144,166,11.6,35.0,"4,104","4,121",0.0,53.6,0.0,00:00:00,03:27:49,163,"1,638"
Cycling,2017-05-29 09:01:55,Sausalito Cycling,34.92,"2,192",03:06:40,143,170,11.2,35.4,"3,189","3,179",0.0,51.8,0.0,00:00:00,03:18:46,-12,722
Cycling,2017-05-25 17:17:42,Berkeley Cycling,27.89,"1,647",02:09:28,152,169,12.9,37.5,"2,461","2,451",0.0,48.2,0.0,00:00:00,02:13:38,172,"1,111"
Cycling,2017-05-23 16:58:31,Berkeley Cycling,20.82,"1,421",01:43:34,155,177,12.1,36.0,"2,346","2,329",0.0,48.2,0.0,00:00:00,02:07:20,299,"1,665"
Cycling,2017-05-13 08:46:57,Berkeley Cycling,39.35,"2,360",03:11:12,148,170,12.3,37.6,"4,078","4,108",0.0,46.4,0.0,00:00:00,03:39:33,48,"1,708"
Cycling,2017-05-06 09:08:23,Berkeley Cycling,39.37,"2,113",03:11:39,146,173,12.3,36.9,"4,144","4,154",0.0,46.4,0.0,00:00:00,03:27:31,225,"1,709"
Cycling,2017-05-03 17:20:33,Berkeley Cycling,20.83,"1,290",01:43:01,155,175,12.1,35.7,"2,283","2,241",0.0,60.8,0.0,00:00:00,01:49:01,296,"1,606"
Cycling,2017-04-30 08:36:34,San Francisco Cycling,23.97,"1,326",02:13:59,138,170,10.7,33.5,"1,699","1,732",0.0,51.8,0.0,00:00:00,02:39:06,1,766
Cycling,2017-04-27 16:25:37,Berkeley Cycling,20.79,"1,348",01:46:35,150,168,11.7,34.1,"2,359","2,326",0.0,55.4,0.0,00:00:00,01:47:00,274,"1,620"
Cycling,2017-04-23 11:41:06,Guerneville Cycling,19.11,632,01:21:46,116,143,14.0,20.5,344,344,0.0,60.8,0.0,00:00:00,01:25:24,-22,55
Cycling,2017-04-22 08:55:40,Berkeley Cycling,32.44,"1,723",02:42:15,138,162,12.0,35.1,"3,051","3,169",0.0,50.0,0.0,00:00:00,03:05:08,53,"1,678"
Cycling,2017-04-20 16:19:00,Berkeley Cycling,20.78,"1,413",01:40:43,154,173,12.4,33.4,"2,359","2,320",0.0,55.4,0.0,00:00:00,01:44:49,310,"1,660"
Cycling,2017-04-15 08:55:53,Berkeley Cycling,39.37,"2,267",03:13:39,146,171,12.2,34.1,"4,117","4,111",0.0,46.4,0.0,00:00:00,03:20:21,213,"1,679"
Cycling,2017-04-02 09:27:47,Sausalito Cycling,30.66,"1,753",02:27:25,145,168,12.5,33.4,"2,703","2,700",0.0,50.0,0.0,00:00:00,02:32:50,-22,"1,948"
Cycling,2017-04-01 08:47:48,Berkeley Cycling,20.17,"1,192",01:51:15,142,168,10.9,34.1,"2,192","2,224",0.0,55.4,0.0,00:00:00,01:59:14,178,"1,648"
Cycling,2017-03-30 17:28:06,Berkeley Cycling,20.81,"1,343",01:37:08,154,172,12.9,34.9,"2,375","2,339",0.0,46.4,0.0,00:00:00,01:42:35,275,"1,638"
Cycling,2017-03-25 08:25:30,Berkeley Cycling,37.44,"2,046",03:06:47,146,176,12.0,34.1,"3,871","4,062",0.0,42.8,0.0,00:00:00,03:15:33,159,"1,677"
Cycling,2017-03-23 16:21:16,Berkeley Cycling,20.80,"1,260",01:40:42,150,168,12.4,33.4,"2,405","2,385",0.0,42.8,0.0,00:00:00,01:45:20,268,"1,653"
Cycling,2017-03-21 17:05:42,Berkeley Cycling,20.79,"1,386",01:45:43,156,169,11.8,36.3,"2,385","2,375",0.0,48.2,0.0,00:00:00,01:47:38,280,"1,659"
Cycling,2017-03-19 08:59:13,Sausalito Cycling,30.82,"1,611",02:19:57,145,170,13.2,33.4,"1,421","1,427",0.0,50.0,0.0,00:00:00,02:21:06,--,338
Cycling,2017-03-11 08:41:47,Berkeley Cycling,35.91,"2,199",03:12:16,148,175,11.2,40.3,"4,055","4,085",0.0,51.8,0.0,00:00:00,03:19:49,186,"1,081"
Cycling,2017-03-02 16:18:17,Berkeley Cycling,20.90,"1,382",01:45:00,151,170,11.9,34.1,"2,372","2,336",0.0,50.0,0.0,00:00:00,01:45:00,283,"1,648"
Cycling,2017-02-22 16:01:19,Berkeley Cycling,20.82,"1,500",01:46:02,153,173,11.8,36.9,"2,415","2,382",0.0,37.4,0.0,00:00:00,01:46:02,259,"1,657"
Cycling,2017-02-18 11:34:51,Berkeley Cycling,27.62,"1,628",02:17:39,148,171,12.0,33.8,"2,828","2,769",0.0,42.8,0.0,00:00:00,02:17:39,301,"1,680"
Cycling,2017-02-15 16:35:20,Berkeley Cycling,13.86,"1,027",01:12:08,154,172,11.5,34.5,"1,660","1,627",0.0,51.8,0.0,00:00:00,01:12:08,279,"1,636"
Cycling,2017-02-04 11:49:08,Petaluma Cycling,37.94,"2,533",02:58:55,157,177,12.7,41.2,"2,904","2,825",0.0,51.8,0.0,00:00:00,02:58:55,14,791
Cycling,2017-01-29 10:07:36,Berkeley Cycling,31.27,"1,826",02:35:55,148,174,12.0,33.0,"3,179","3,127",0.0,46.4,0.0,00:00:00,02:39:58,240,"1,709"
Cycling,2017-01-26 15:53:33,Berkeley Cycling,18.90,"1,290",01:45:08,154,172,10.8,35.1,"2,277","2,293",0.0,39.2,0.0,00:00:00,01:45:08,175,"1,665"
Cycling,2017-01-24 16:10:18,Berkeley Cycling,15.09,986,01:20:07,152,172,11.3,33.1,"1,699","1,841",0.0,35.6,0.0,00:00:00,01:20:07,154,"1,657"
Cycling,2017-01-17 11:29:06,Santa Rosa Cycling,29.12,"1,481",02:05:35,148,166,13.9,30.4,955,873,0.0,39.2,0.0,00:00:00,02:05:35,161,564
Cycling,2017-01-15 10:42:59,Sausalito Cycling,27.41,"1,437",02:14:04,145,172,12.3,28.1,"1,096","1,066",0.0,37.4,0.0,00:00:00,02:14:04,63,403
Cycling,2017-01-14 10:05:21,Berkeley Cycling,22.93,"1,394",01:59:42,151,170,11.5,34.1,"2,572","2,546",0.0,42.8,0.0,00:00:00,01:59:42,224,"1,700"
Cycling,2017-01-09 14:05:18,Oakland Cycling,4.94,371,00:24:54,--,--,11.9,27.4,302,299,0.0,50.0,0.0,00:00:00,00:24:54,117,375
Cycling,2016-06-11 08:33:45,Berkeley Cycling,34.82,"1,614",02:53:40,146,172,12.0,32.3,"3,691","3,698",0.0,53.6,0.0,00:00:00,00:00:00,200,"1,656"
Cycling,2016-06-07 17:07:16,Berkeley Cycling,23.14,"1,110",01:50:27,148,170,12.6,33.8,"2,694","2,694",0.0,50.0,0.0,00:00:00,00:00:00,196,"1,668"
Cycling,2016-06-05 11:18:59,Sausalito Cycling,26.57,871,02:11:33,123,168,12.1,26.2,"1,217","1,194",0.0,59.0,0.0,00:00:00,00:00:00,-1,335
Cycling,2016-06-04 08:37:40,Berkeley Cycling,38.34,"1,704",02:57:16,147,175,13.0,42.4,"3,707","3,740",0.0,57.2,0.0,00:00:00,00:00:00,170,"1,096"
Cycling,2016-05-28 08:45:47,Berkeley Cycling,34.96,"1,629",02:40:10,148,175,13.1,40.7,"3,363","3,360",0.0,53.6,0.0,00:00:00,00:00:00,194,"1,055"
Cycling,2016-05-27 10:58:41,Berkeley Cycling,19.69,"1,069",01:37:55,152,173,12.1,31.5,"2,362","2,349",0.0,64.4,0.0,00:00:00,00:00:00,328,"1,675"
Cycling,2016-05-22 09:14:35,Sausalito Cycling,28.06,"1,241",02:03:52,139,169,13.6,28.5,"1,352","1,352",0.0,51.8,0.0,00:00:00,00:00:00,-228,324
Cycling,2016-05-21 08:04:39,Martinez Cycling,37.35,"1,809",03:01:19,141,172,12.4,41.2,"3,881","3,862",0.0,50.0,0.0,00:00:00,00:00:00,31,977
Cycling,2016-05-19 11:21:32,Berkeley Cycling,16.60,908,01:29:56,144,168,11.1,32.7,"2,156","2,136",0.0,55.4,0.0,00:00:00,00:00:00,226,"1,661"
Cycling,2016-05-14 08:40:54,San Francisco Cycling,35.49,"1,595",02:39:29,148,177,13.4,33.7,"2,726","2,740",0.0,50.0,0.0,00:00:00,00:00:00,-45,698
Cycling,2016-05-12 11:20:18,Berkeley Cycling,23.44,"1,180",01:45:23,151,174,13.3,31.0,"2,152","2,142",0.0,51.8,0.0,00:00:00,00:00:00,268,"1,027"
Cycling,2016-05-08 11:37:20,Sausalito Cycling,27.21,892,02:21:26,121,157,11.5,24.1,"1,211","1,191",0.0,55.4,0.0,00:00:00,00:00:00,-17,311
Cycling,2016-05-01 08:32:41,Sausalito Cycling,29.85,"1,147",02:04:07,141,170,14.4,31.1,"1,325","1,332",0.0,57.2,0.0,00:00:00,00:00:00,36,364
Cycling,2016-04-30 07:53:04,Berkeley Cycling,38.12,"1,679",03:01:46,145,176,12.6,38.4,"3,957","3,924",0.0,50.0,0.0,00:00:00,00:00:00,247,"1,198"
Cycling,2016-04-28 11:49:37,Santa Rosa Cycling,32.66,"1,438",02:05:07,151,166,15.7,28.1,"1,293","1,266",0.0,66.2,0.0,00:00:00,00:00:00,185,536
Cycling,2016-04-25 15:48:43,Berkeley Cycling,23.17,"1,137",01:44:27,150,172,13.3,33.4,"2,175","2,201",0.0,53.6,0.0,00:00:00,00:00:00,289,"1,092"
Cycling,2016-04-23 08:22:02,Berkeley Cycling,34.84,"1,667",02:37:09,150,173,13.3,37.4,"3,530","3,543",0.0,44.6,0.0,00:00:00,00:00:00,160,"1,061"
Cycling,2016-04-21 15:59:31,Berkeley Cycling,21.65,994,01:43:10,144,172,12.6,33.6,"1,969","1,969",0.0,53.6,0.0,00:00:00,00:00:00,7,"1,095"
Cycling,2016-04-16 10:48:22,Berkeley Cycling,22.50,"1,133",01:54:29,144,175,11.8,35.4,"2,779","2,766",0.0,53.6,0.0,00:00:00,00:00:00,140,"1,026"
Cycling,2016-04-14 16:01:16,Berkeley Cycling,26.79,"1,269",02:07:14,145,171,12.6,34.1,"2,595","2,595",0.0,48.2,0.0,00:00:00,00:00:00,147,"1,085"
Cycling,2016-04-12 16:12:53,Berkeley Cycling,23.16,"1,164",01:54:48,150,175,12.1,34.2,"2,743","2,736",0.0,46.4,0.0,00:00:00,00:00:00,209,"1,769"
Cycling,2016-04-07 16:27:01,Berkeley Cycling,26.99,"1,290",02:05:21,148,175,12.9,33.1,"2,651","2,635",0.0,50.0,0.0,00:00:00,00:00:00,186,"1,125"
Cycling,2016-04-03 09:35:59,Sausalito Cycling,28.64,"1,073",02:11:17,135,163,13.1,32.3,"1,480","1,486",0.0,48.2,0.0,00:00:00,00:00:00,-9,326
Cycling,2016-04-02 08:59:47,Berkeley Cycling,38.04,"1,787",03:01:59,147,180,12.5,36.3,"3,875","3,862",0.0,42.8,0.0,00:00:00,00:00:00,-61,"1,119"
Cycling,2016-03-20 09:42:10,Sausalito Cycling,28.54,"1,103",02:18:01,133,158,12.4,27.0,978,981,0.0,50.0,0.0,00:00:00,00:00:00,-31,165
